
Chez B-Premise HighQuality
un I-Premise HighQuality
nourrisson I-Premise HighQuality
de I-Premise HighQuality
3 I-Premise HighQuality
mois, I-Premise HighQuality
toutes I-Premise HighQuality
les I-Premise HighQuality
manifestations I-Premise HighQuality
cliniques I-Premise HighQuality
suivantes I-Premise HighQuality
permettent I-Premise HighQuality
d'exclure I-Premise HighQuality
la I-Premise HighQuality
mucoviscidose I-Premise HighQuality
SAUF O 
: O 

1- O 
Retard B-Claim HighQuality
dans I-Claim HighQuality
l'évacuation I-Claim HighQuality
du I-Claim HighQuality
méconium. I-Claim HighQuality

2- O 
Goût B-Claim HighQuality
salé I-Claim HighQuality
de I-Claim HighQuality
la I-Claim HighQuality
peau. I-Claim HighQuality

3- O 
Isolement B-Claim HighQuality
des I-Claim HighQuality
sécrétions I-Claim HighQuality
de I-Claim HighQuality
Pseudomonas I-Claim HighQuality
aeruginosa. I-Claim HighQuality

4- O 
Détérioration/rétention B-Claim HighQuality
de I-Claim HighQuality
la I-Claim HighQuality
courbe I-Claim HighQuality
de I-Claim HighQuality
poids. I-Claim HighQuality

5- O 
Déshydratation B-Claim HighQuality
hypernatrémique. I-Claim HighQuality

BONNE O 
RÉPONSE O 
: O 
5 O 

La B-Claim HighQuality
déshydratation I-Claim HighQuality
peut I-Claim HighQuality
être I-Claim HighQuality
due I-Claim HighQuality
à I-Claim HighQuality
une I-Claim HighQuality
diarrhée I-Claim HighQuality
d'autres I-Claim HighQuality
origines. I-Claim HighQuality

J'ai B-Claim HighQuality
des I-Claim HighQuality
doutes I-Claim HighQuality
sur I-Claim HighQuality
la I-Claim HighQuality
réponse I-Claim HighQuality
3 I-Claim HighQuality
car I-Claim HighQuality
elle I-Claim HighQuality
ne I-Claim HighQuality
précise I-Claim HighQuality
pas I-Claim HighQuality
quelles I-Claim HighQuality
sont I-Claim HighQuality
les I-Claim HighQuality
sécrétions I-Claim HighQuality
impliquées. I-Claim HighQuality

Il B-Claim HighQuality
faut I-Claim HighQuality
comprendre I-Claim HighQuality
que I-Claim HighQuality
la I-Claim HighQuality
croissance I-Claim HighQuality
de I-Claim HighQuality
Pseudomona I-Claim HighQuality
aeruginosa I-Claim HighQuality
se I-Claim HighQuality
fait I-Claim HighQuality
dans I-Claim HighQuality
les I-Claim HighQuality
cultures I-Claim HighQuality
de I-Claim HighQuality
sécrétions I-Claim HighQuality
bronchiques. I-Claim HighQuality

Parce B-Claim HighQuality
qu'il I-Claim HighQuality
est I-Claim HighQuality
clair I-Claim HighQuality
que I-Claim HighQuality
l'indication I-Claim HighQuality
d'effectuer I-Claim HighQuality
un I-Claim HighQuality
dosage I-Claim HighQuality
du I-Claim HighQuality
chlore I-Claim HighQuality
sudoral I-Claim HighQuality
(pour I-Claim HighQuality
exclure I-Claim HighQuality
la I-Claim HighQuality
PCP) I-Claim HighQuality
est I-Claim HighQuality
une I-Claim HighQuality
déshydratation I-Claim HighQuality
HYPONATREMIQUE I-Claim HighQuality
et I-Claim HighQuality
non I-Claim HighQuality
une I-Claim HighQuality
déshydratation I-Claim HighQuality
hypernatREMIQUE I-Claim HighQuality
comme I-Claim HighQuality
l'indique I-Claim HighQuality
la I-Claim HighQuality
réponse. I-Claim HighQuality

QUESTION O 
TYPE: O 
PEDIATRIE O 

CLINICAL O 
CASE: O 

Une B-Premise HighQuality
fillette I-Premise HighQuality
de I-Premise HighQuality
3 I-Premise HighQuality
ans, I-Premise HighQuality
originaire I-Premise HighQuality
du I-Premise HighQuality
Bangladesh, I-Premise HighQuality
consulte O 
pour O 
des B-Premise HighQuality
épisodes I-Premise HighQuality
fébriles I-Premise HighQuality
intermittents I-Premise HighQuality
d'une I-Premise HighQuality
durée I-Premise HighQuality
de I-Premise HighQuality
3 I-Premise HighQuality
semaines, I-Premise HighQuality
associés I-Premise HighQuality
à I-Premise HighQuality
une I-Premise HighQuality
faiblesse I-Premise HighQuality
et I-Premise HighQuality
à I-Premise HighQuality
une I-Premise HighQuality
perte I-Premise HighQuality
d'appétit. I-Premise HighQuality

L'examen B-Premise HighQuality
physique I-Premise HighQuality
a I-Premise HighQuality
révélé I-Premise HighQuality
une I-Premise HighQuality
splénomégalie I-Premise HighQuality
marquée I-Premise HighQuality
et I-Premise HighQuality
une I-Premise HighQuality
pâleur I-Premise HighQuality
cutanéo-muqueuse. I-Premise HighQuality

Les B-Premise HighQuality
tests I-Premise HighQuality
complémentaires I-Premise HighQuality
comprennent I-Premise HighQuality
: I-Premise HighQuality
hémoglobine I-Premise HighQuality
8,5 I-Premise HighQuality
mg/dl, I-Premise HighQuality
hématocrite I-Premise HighQuality
26%, I-Premise HighQuality
MCV I-Premise HighQuality
86 I-Premise HighQuality
fL, I-Premise HighQuality
MCH I-Premise HighQuality
29 I-Premise HighQuality
pg, I-Premise HighQuality
leucocytes I-Premise HighQuality
2800/ml I-Premise HighQuality
avec I-Premise HighQuality
300 I-Premise HighQuality
neutrophiles/ml, I-Premise HighQuality
plaquettes I-Premise HighQuality
54000/ml, I-Premise HighQuality
GOT I-Premise HighQuality
85 I-Premise HighQuality
U/l, I-Premise HighQuality
GPT92 I-Premise HighQuality
U/l I-Premise HighQuality
et I-Premise HighQuality
hypergammaglobulinémie I-Premise HighQuality
polyclonale I-Premise HighQuality
dans I-Premise HighQuality
le I-Premise HighQuality
protéinogramme I-Premise HighQuality
sérique. I-Premise HighQuality

Indiquez O 
le O 
diagnostic O 
le O 
plus O 
probable O 
sur O 
la O 
base O 
des O 
données O 
disponibles O 
à O 
ce O 
jour O 
: O 

1- O 
La O 
leucémie B-Claim HighQuality
aiguë I-Claim HighQuality
lymphoblastique. I-Claim HighQuality

2- O 
Le O 
lymphome B-Claim HighQuality
de I-Claim HighQuality
Burkitt. I-Claim HighQuality

3- O 
Leishmaniose B-Claim HighQuality
viscérale. I-Claim HighQuality

4- O 
La O 
tuberculose B-Claim HighQuality
miliaire. I-Claim HighQuality

5- O 
Paludisme B-Claim HighQuality
chronique. I-Claim HighQuality

BONNE O 
RÉPONSE O 
: O 
3 O 

Des B-Claim HighQuality
données I-Claim HighQuality
telles I-Claim HighQuality
que I-Claim HighQuality
la I-Claim HighQuality
pancytopénie I-Claim HighQuality
et I-Claim HighQuality
l'hypergammaglobulinémie I-Claim HighQuality
sont I-Claim HighQuality
très I-Claim HighQuality
caractéristiques I-Claim HighQuality
du I-Claim HighQuality
kala-azar. I-Claim HighQuality

L'origine B-Claim HighQuality
de I-Claim HighQuality
l'enfant I-Claim HighQuality
oriente I-Claim HighQuality
également I-Claim HighQuality
vers I-Claim HighQuality
ce I-Claim HighQuality
diagnostic, I-Claim HighQuality
bien I-Claim HighQuality
qu'il I-Claim HighQuality
s'agisse I-Claim HighQuality
d'une I-Claim HighQuality
maladie I-Claim HighQuality
qui I-Claim HighQuality
se I-Claim HighQuality
manifeste I-Claim HighQuality
également I-Claim HighQuality
dans I-Claim HighQuality
la I-Claim HighQuality
région I-Claim HighQuality
méditerranéenne. I-Claim HighQuality

Dans B-Claim HighQuality
le I-Claim HighQuality
diagnostic I-Claim HighQuality
différentiel, I-Claim HighQuality
il I-Claim HighQuality
est I-Claim HighQuality
important I-Claim HighQuality
de I-Claim HighQuality
garder I-Claim HighQuality
à I-Claim HighQuality
l'esprit I-Claim HighQuality
la I-Claim HighQuality
possibilité I-Claim HighQuality
d'une I-Claim HighQuality
leucose. I-Claim HighQuality

QUESTION O 
TYPE: O 
PEDIATRIE O 

CLINICAL O 
CASE: O 

Un B-Premise HighQuality
garçon I-Premise HighQuality
de I-Premise HighQuality
15 I-Premise HighQuality
mois I-Premise HighQuality
a I-Premise HighQuality
été I-Premise HighQuality
amené I-Premise HighQuality
en I-Premise HighQuality
urgence I-Premise HighQuality
au I-Premise HighQuality
centre I-Premise HighQuality
de I-Premise HighQuality
santé. I-Premise HighQuality
Après I-Premise HighQuality
avoir I-Premise HighQuality
mangé I-Premise HighQuality
une I-Premise HighQuality
bouchée I-Premise HighQuality
d'omelette I-Premise HighQuality
pendant I-Premise HighQuality
le I-Premise HighQuality
dîner, I-Premise HighQuality
il I-Premise HighQuality
a I-Premise HighQuality
soudainement I-Premise HighQuality
présenté I-Premise HighQuality
des I-Premise HighQuality
rougeurs I-Premise HighQuality
faciales, I-Premise HighQuality
principalement I-Premise HighQuality
péribuccales, I-Premise HighQuality
des I-Premise HighQuality
lésions I-Premise HighQuality
hémorragiques I-Premise HighQuality
sur I-Premise HighQuality
le I-Premise HighQuality
tronc I-Premise HighQuality
et I-Premise HighQuality
les I-Premise HighQuality
extrémités, I-Premise HighQuality
ainsi I-Premise HighQuality
qu'une I-Premise HighQuality
toux. I-Premise HighQuality

A B-Premise HighQuality
l'arrivée I-Premise HighQuality
au I-Premise HighQuality
centre, I-Premise HighQuality
le I-Premise HighQuality
patient I-Premise HighQuality
était I-Premise HighQuality
conscient I-Premise HighQuality
et, I-Premise HighQuality
en I-Premise HighQuality
plus I-Premise HighQuality
de I-Premise HighQuality
ce I-Premise HighQuality
qui I-Premise HighQuality
a I-Premise HighQuality
été I-Premise HighQuality
décrit I-Premise HighQuality
ci-dessus, I-Premise HighQuality
les I-Premise HighQuality
éléments I-Premise HighQuality
suivants I-Premise HighQuality
ont I-Premise HighQuality
été I-Premise HighQuality
observés I-Premise HighQuality
: I-Premise HighQuality
oppression I-Premise HighQuality
suprasternale, I-Premise HighQuality
rhinorrhée I-Premise HighQuality
aqueuse I-Premise HighQuality
abondante, I-Premise HighQuality
hypoventilation I-Premise HighQuality
bilatérale I-Premise HighQuality
sans I-Premise HighQuality
respiration I-Premise HighQuality
sifflante I-Premise HighQuality
et I-Premise HighQuality
remplissage I-Premise HighQuality
capillaire I-Premise HighQuality
inférieur I-Premise HighQuality
à I-Premise HighQuality
2 I-Premise HighQuality
secondes. I-Premise HighQuality

Parmi O 
les O 
affirmations O 
suivantes, O 
cochez O 
la O 
réponse O 
qui O 
convient O 
: O 

1- O 
La B-Claim HighQuality
première I-Claim HighQuality
priorité I-Claim HighQuality
est I-Claim HighQuality
de I-Claim HighQuality
canaliser I-Claim HighQuality
une I-Claim HighQuality
voie I-Claim HighQuality
veineuse. I-Claim HighQuality

2- O 
La O 
méthylprednisolone B-Claim HighQuality
intramusculaire I-Claim HighQuality
est I-Claim HighQuality
le I-Claim HighQuality
traitement I-Claim HighQuality
de I-Claim HighQuality
choix. I-Claim HighQuality

3- O 
Il B-Claim HighQuality
s'agit I-Claim HighQuality
d'un I-Claim HighQuality
cas I-Claim HighQuality
d'urticaire I-Claim HighQuality
associé I-Claim HighQuality
à I-Claim HighQuality
l'asthme, I-Claim HighQuality
qui I-Claim HighQuality
doit I-Claim HighQuality
être I-Claim HighQuality
traité I-Claim HighQuality
par I-Claim HighQuality
des I-Claim HighQuality
antihistaminiques I-Claim HighQuality
et I-Claim HighQuality
des I-Claim HighQuality
bronchodilatateurs I-Claim HighQuality
inhalés. I-Claim HighQuality

4- O 
Il B-Claim HighQuality
faut I-Claim HighQuality
conseiller I-Claim HighQuality
aux I-Claim HighQuality
parents I-Claim HighQuality
de I-Claim HighQuality
transférer I-Claim HighQuality
l'enfant I-Claim HighQuality
au I-Claim HighQuality
service I-Claim HighQuality
des I-Claim HighQuality
urgences I-Claim HighQuality
d'un I-Claim HighQuality
hôpital. I-Claim HighQuality

5- O 
L'adrénaline B-Claim HighQuality
intramusculaire I-Claim HighQuality
doit I-Claim HighQuality
être I-Claim HighQuality
administrée I-Claim HighQuality
sans I-Claim HighQuality
délai. I-Claim HighQuality

BONNE O 
RÉPONSE O 
: O 
5 O 

Il B-Claim HighQuality
décrit I-Claim HighQuality
une I-Claim HighQuality
anaphylaxie I-Claim HighQuality
à I-Claim HighQuality
l'œuf, I-Claim HighQuality
un I-Claim HighQuality
état I-Claim HighQuality
qui I-Claim HighQuality
met I-Claim HighQuality
la I-Claim HighQuality
vie I-Claim HighQuality
en I-Claim HighQuality
danger. I-Claim HighQuality

Le B-Claim HighQuality
traitement I-Claim HighQuality
de I-Claim HighQuality
choix I-Claim HighQuality
est I-Claim HighQuality
l'adrénaline I-Claim HighQuality
intramusculaire, I-Claim HighQuality
et I-Claim HighQuality
de I-Claim HighQuality
manière I-Claim HighQuality
efficace, I-Claim HighQuality
sans I-Claim HighQuality
perdre I-Claim HighQuality
trop I-Claim HighQuality
de I-Claim HighQuality
temps. I-Claim HighQuality

La B-Claim HighQuality
première I-Claim HighQuality
chose I-Claim HighQuality
est I-Claim HighQuality
l'adrénaline I-Claim HighQuality
INTRAMUSCULAIRE I-Claim HighQuality
MAINTENANT I-Claim HighQuality
! I-Claim HighQuality

La B-Claim HighQuality
voie I-Claim HighQuality
veineuse, I-Claim HighQuality
les I-Claim HighQuality
corticoïdes, I-Claim HighQuality
les I-Claim HighQuality
antihistaminiques, I-Claim HighQuality
etc. I-Claim HighQuality
viendront I-Claim HighQuality
plus I-Claim HighQuality
tard. I-Claim HighQuality

QUESTION O 
TYPE: O 
PEDIATRIE O 

CLINICAL O 
CASE: O 

Un B-Premise HighQuality
garçon I-Premise HighQuality
de I-Premise HighQuality
4 I-Premise HighQuality
ans I-Premise HighQuality
consulte I-Premise HighQuality
pour I-Premise HighQuality
l'apparition, I-Premise HighQuality
depuis I-Premise HighQuality
trois I-Premise HighQuality
jours, I-Premise HighQuality
de I-Premise HighQuality
lésions I-Premise HighQuality
cutanées I-Premise HighQuality
sur I-Premise HighQuality
les I-Premise HighQuality
jambes I-Premise HighQuality
et I-Premise HighQuality
les I-Premise HighQuality
fesses. I-Premise HighQuality

Ses B-Premise HighQuality
parents I-Premise HighQuality
ont I-Premise HighQuality
indiqué I-Premise HighQuality
que I-Premise HighQuality
son I-Premise HighQuality
pédiatre I-Premise HighQuality
avait I-Premise HighQuality
diagnostiqué I-Premise HighQuality
une I-Premise HighQuality
infection I-Premise HighQuality
des I-Premise HighQuality
voies I-Premise HighQuality
respiratoires I-Premise HighQuality
supérieures I-Premise HighQuality
dix I-Premise HighQuality
jours I-Premise HighQuality
plus I-Premise HighQuality
tôt. I-Premise HighQuality

Au B-Premise HighQuality
cours I-Premise HighQuality
des I-Premise HighQuality
12 I-Premise HighQuality
dernières I-Premise HighQuality
heures, I-Premise HighQuality
il I-Premise HighQuality
a I-Premise HighQuality
ressenti I-Premise HighQuality
de I-Premise HighQuality
fortes I-Premise HighQuality
douleurs I-Premise HighQuality
abdominales I-Premise HighQuality
de I-Premise HighQuality
type I-Premise HighQuality
colique I-Premise HighQuality
et I-Premise HighQuality
a I-Premise HighQuality
émis I-Premise HighQuality
deux I-Premise HighQuality
selles I-Premise HighQuality
diarrhéiques. I-Premise HighQuality

Afébrile. B-Premise HighQuality

Pas B-Premise HighQuality
de I-Premise HighQuality
perte I-Premise HighQuality
de I-Premise HighQuality
poids. I-Premise HighQuality

À B-Premise HighQuality
l'examen, I-Premise HighQuality
elle I-Premise HighQuality
présentait I-Premise HighQuality
de I-Premise HighQuality
nombreuses I-Premise HighQuality
pétéchies I-Premise HighQuality
et I-Premise HighQuality
des I-Premise HighQuality
lésions I-Premise HighQuality
purpuriques I-Premise HighQuality
palpables, I-Premise HighQuality
principalement I-Premise HighQuality
sur I-Premise HighQuality
les I-Premise HighQuality
fesses I-Premise HighQuality
et I-Premise HighQuality
les I-Premise HighQuality
membres I-Premise HighQuality
inférieurs. I-Premise HighQuality

Bon B-Premise HighQuality
état I-Premise HighQuality
général, I-Premise HighQuality
bien I-Premise HighQuality
qu'il I-Premise HighQuality
souffre I-Premise HighQuality
de I-Premise HighQuality
fortes I-Premise HighQuality
douleurs I-Premise HighQuality
abdominales, I-Premise HighQuality

La B-Premise HighQuality
palpation I-Premise HighQuality
abdominale I-Premise HighQuality
est I-Premise HighQuality
difficile I-Premise HighQuality
à I-Premise HighQuality
évaluer I-Premise HighQuality
en I-Premise HighQuality
raison I-Premise HighQuality
de I-Premise HighQuality
la I-Premise HighQuality
douleur I-Premise HighQuality
diffuse. I-Premise HighQuality

Pas B-Premise HighQuality
de I-Premise HighQuality
viscéro-mégalie. I-Premise HighQuality

Aucun B-Premise HighQuality
autre I-Premise HighQuality
résultat I-Premise HighQuality
intéressant I-Premise HighQuality
n'a I-Premise HighQuality
été I-Premise HighQuality
constaté I-Premise HighQuality
à I-Premise HighQuality
l'examen. I-Premise HighQuality

Lequel O 
des O 
éléments O 
suivants O 
n'étaye O 
PAS O 
vos O 
soupçons O 
en O 
matière O 
de O 
diagnostic O 
? O 

1- O 
Arthrite B-Claim HighQuality
du I-Claim HighQuality
genou I-Claim HighQuality
et I-Claim HighQuality
de I-Claim HighQuality
la I-Claim HighQuality
cheville. I-Claim HighQuality

2- O 
Hématurie. B-Claim HighQuality

3- O 
Plaquetopénie. B-Claim HighQuality

4- O 
Sang B-Claim HighQuality
occulte I-Claim HighQuality
fécal. I-Claim HighQuality

5- O 
Œdème B-Claim HighQuality
du I-Claim HighQuality
scrotum. I-Claim HighQuality

BONNE O 
RÉPONSE O 
: O 
3 O 

Il B-Claim HighQuality
décrit I-Claim HighQuality
un I-Claim HighQuality
purpura I-Claim HighQuality
de I-Claim HighQuality
Schönlein-Henoch, I-Claim HighQuality
qui I-Claim HighQuality
est I-Claim HighQuality
un I-Claim HighQuality
phénomène I-Claim HighQuality
vasculaire, I-Claim HighQuality
de I-Claim HighQuality
sorte I-Claim HighQuality
que I-Claim HighQuality
les I-Claim HighQuality
lésions I-Claim HighQuality
ne I-Claim HighQuality
sont I-Claim HighQuality
pas I-Claim HighQuality
dues I-Claim HighQuality
à I-Claim HighQuality
une I-Claim HighQuality
plaquettopénie. I-Claim HighQuality

L'œdème B-Claim HighQuality
scrotal I-Claim HighQuality
(parfois I-Claim HighQuality
même I-Claim HighQuality
la I-Claim HighQuality
torsion I-Claim HighQuality
de I-Claim HighQuality
la I-Claim HighQuality
capside I-Claim HighQuality
de I-Claim HighQuality
Morgani I-Claim HighQuality
du I-Claim HighQuality
testicule) I-Claim HighQuality
n'est I-Claim HighQuality
pas I-Claim HighQuality
exceptionnel I-Claim HighQuality
chez I-Claim HighQuality
les I-Claim HighQuality
hommes I-Claim HighQuality
atteints I-Claim HighQuality
du I-Claim HighQuality
syndrome I-Claim HighQuality
de I-Claim HighQuality
Schönlein-Henoch. I-Claim HighQuality

QUESTION O 
TYPE: O 
NEUROLOGIE O 

CLINICAL O 
CASE: O 

Garçon B-Premise HighQuality
de I-Premise HighQuality
10 I-Premise HighQuality
ans I-Premise HighQuality
présentant O 
de O 
brefs B-Premise HighQuality
épisodes I-Premise HighQuality
de I-Premise HighQuality
distraction I-Premise HighQuality
(< I-Premise HighQuality
1 I-Premise HighQuality
minute) I-Premise HighQuality
au I-Premise HighQuality
cours I-Premise HighQuality
desquels I-Premise HighQuality
il I-Premise HighQuality
ne I-Premise HighQuality
répond I-Premise HighQuality
pas I-Premise HighQuality
aux I-Premise HighQuality
appels I-Premise HighQuality
et I-Premise HighQuality
cligne I-Premise HighQuality
des I-Premise HighQuality
yeux. I-Premise HighQuality

Un B-Premise HighQuality
EEG I-Premise HighQuality
montre I-Premise HighQuality
des I-Premise HighQuality
décharges I-Premise HighQuality
de I-Premise HighQuality
pointes-ondes I-Premise HighQuality
à I-Premise HighQuality
3 I-Premise HighQuality
cycles I-Premise HighQuality
par I-Premise HighQuality
seconde. I-Premise HighQuality

Le O 
traitement O 
électif O 
de O 
première O 
intention O 
serait O 
avec O 
: O 

1- O 
Valproate. B-Claim HighQuality

2- O 
Carbamacepina. B-Claim HighQuality

3- O 
Phénytoïne. B-Claim HighQuality

4- O 
Gabapentina. B-Claim HighQuality

5- O 
Clonazepam. B-Claim HighQuality

BONNE O 
RÉPONSE O 
: O 
1 O 

Les B-Claim HighQuality
absences I-Claim HighQuality
se I-Claim HighQuality
présentent I-Claim HighQuality
comme I-Claim HighQuality
de I-Claim HighQuality
brefs I-Claim HighQuality
épisodes I-Claim HighQuality
de I-Claim HighQuality
perte I-Claim HighQuality
de I-Claim HighQuality
conscience I-Claim HighQuality
brutale I-Claim HighQuality
sans I-Claim HighQuality
altération I-Claim HighQuality
du I-Claim HighQuality
contrôle I-Claim HighQuality
postural I-Claim HighQuality
; I-Claim HighQuality
elles I-Claim HighQuality
durent I-Claim HighQuality
typiquement I-Claim HighQuality
quelques I-Claim HighQuality
secondes I-Claim HighQuality
et I-Claim HighQuality
peuvent I-Claim HighQuality
être I-Claim HighQuality
répétées I-Claim HighQuality
plusieurs I-Claim HighQuality
fois I-Claim HighQuality
par I-Claim HighQuality
jour, I-Claim HighQuality
sont I-Claim HighQuality
généralement I-Claim HighQuality
accompagnées I-Claim HighQuality
de I-Claim HighQuality
petits I-Claim HighQuality
signes I-Claim HighQuality
moteurs I-Claim HighQuality
bilatéraux I-Claim HighQuality
(clignement I-Claim HighQuality
des I-Claim HighQuality
yeux, I-Claim HighQuality
mastication) I-Claim HighQuality
et I-Claim HighQuality
la I-Claim HighQuality
conscience I-Claim HighQuality
est I-Claim HighQuality
récupérée I-Claim HighQuality
tout I-Claim HighQuality
aussi I-Claim HighQuality
brutalement, I-Claim HighQuality
sans I-Claim HighQuality
confusion I-Claim HighQuality
ultérieure I-Claim HighQuality
ni I-Claim HighQuality
souvenir I-Claim HighQuality
de I-Claim HighQuality
l'épisode I-Claim HighQuality
(MIR I-Claim HighQuality
03-04, I-Claim HighQuality
248 I-Claim HighQuality
; I-Claim HighQuality
MIR I-Claim HighQuality
97-98, I-Claim HighQuality
51). I-Claim HighQuality

L'âge B-Claim HighQuality
d'apparition I-Claim HighQuality
se I-Claim HighQuality
situe I-Claim HighQuality
généralement I-Claim HighQuality
entre I-Claim HighQuality
4 I-Claim HighQuality
ans I-Claim HighQuality
et I-Claim HighQuality
le I-Claim HighQuality
début I-Claim HighQuality
de I-Claim HighQuality
l'adolescence, I-Claim HighQuality
étant I-Claim HighQuality
la I-Claim HighQuality
cause I-Claim HighQuality
la I-Claim HighQuality
plus I-Claim HighQuality
fréquente I-Claim HighQuality
de I-Claim HighQuality
crises I-Claim HighQuality
d'épilepsie I-Claim HighQuality
dans I-Claim HighQuality
cette I-Claim HighQuality
tranche I-Claim HighQuality
d'âge. I-Claim HighQuality

Les B-Claim HighQuality
résultats I-Claim HighQuality
de I-Claim HighQuality
l'EEG I-Claim HighQuality
sont I-Claim HighQuality
typiquement I-Claim HighQuality
des I-Claim HighQuality
décharges I-Claim HighQuality
généralisées I-Claim HighQuality
et I-Claim HighQuality
symétriques I-Claim HighQuality
de I-Claim HighQuality
pointes-ondes I-Claim HighQuality
à I-Claim HighQuality
3 I-Claim HighQuality
Hz I-Claim HighQuality
(MIR I-Claim HighQuality
99-00F, I-Claim HighQuality
67) I-Claim HighQuality
coïncidant I-Claim HighQuality
avec I-Claim HighQuality
les I-Claim HighQuality
crises, I-Claim HighQuality
bien I-Claim HighQuality
qu'il I-Claim HighQuality
y I-Claim HighQuality
ait I-Claim HighQuality
plus I-Claim HighQuality
de I-Claim HighQuality
périodes I-Claim HighQuality
d'activité I-Claim HighQuality
anormale I-Claim HighQuality
dans I-Claim HighQuality
l'EEG I-Claim HighQuality
interictal I-Claim HighQuality
qu'il I-Claim HighQuality
n'y I-Claim HighQuality
en I-Claim HighQuality
a I-Claim HighQuality
de I-Claim HighQuality
cliniquement I-Claim HighQuality
visibles. I-Claim HighQuality

Les B-Claim HighQuality
médicaments I-Claim HighQuality
les I-Claim HighQuality
plus I-Claim HighQuality
appropriés I-Claim HighQuality
pour I-Claim HighQuality
le I-Claim HighQuality
traitement I-Claim HighQuality
des I-Claim HighQuality
absences I-Claim HighQuality
sont I-Claim HighQuality
le I-Claim HighQuality
Valproate I-Claim HighQuality
et I-Claim HighQuality
l'Ethosuximide I-Claim HighQuality
(Manuel I-Claim HighQuality
CTO). I-Claim HighQuality

QUESTION O 
TYPE: O 
NEUROLOGIE O 

CLINICAL O 
CASE: O 

Un B-Premise HighQuality
homme I-Premise HighQuality
de I-Premise HighQuality
77 I-Premise HighQuality
ans, I-Premise HighQuality
ayant I-Premise HighQuality
des I-Premise HighQuality
antécédents I-Premise HighQuality
de I-Premise HighQuality
diabète I-Premise HighQuality
de I-Premise HighQuality
type I-Premise HighQuality
2, I-Premise HighQuality
s'est I-Premise HighQuality
vu I-Premise HighQuality
diagnostiquer I-Premise HighQuality
il I-Premise HighQuality
y I-Premise HighQuality
a I-Premise HighQuality
deux I-Premise HighQuality
ans I-Premise HighQuality
un I-Premise HighQuality
trouble I-Premise HighQuality
cognitif I-Premise HighQuality
léger. I-Premise HighQuality

À B-Premise HighQuality
cette I-Premise HighQuality
époque, I-Premise HighQuality
un I-Premise HighQuality
test I-Premise HighQuality
de I-Premise HighQuality
Minimental I-Premise HighQuality
(Folstein) I-Premise HighQuality
28/30, I-Premise HighQuality
un I-Premise HighQuality
test I-Premise HighQuality
abrégé I-Premise HighQuality
de I-Premise HighQuality
Yesavage I-Premise HighQuality
14/15, I-Premise HighQuality
une I-Premise HighQuality
NFS I-Premise HighQuality
avec I-Premise HighQuality
TSH I-Premise HighQuality
et I-Premise HighQuality
facteurs I-Premise HighQuality
de I-Premise HighQuality
maturation I-Premise HighQuality
normaux I-Premise HighQuality
ainsi I-Premise HighQuality
que I-Premise HighQuality
des I-Premise HighQuality
sérologies I-Premise HighQuality
LUES I-Premise HighQuality
et I-Premise HighQuality
VIH I-Premise HighQuality
négatives I-Premise HighQuality
et I-Premise HighQuality
une I-Premise HighQuality
imagerie I-Premise HighQuality
par I-Premise HighQuality
résonance I-Premise HighQuality
magnétique I-Premise HighQuality
(IRM) I-Premise HighQuality
montrant I-Premise HighQuality
une I-Premise HighQuality
atrophie I-Premise HighQuality
corticale I-Premise HighQuality
diffuse I-Premise HighQuality
prédominant I-Premise HighQuality
dans I-Premise HighQuality
la I-Premise HighQuality
zone I-Premise HighQuality
postérieure I-Premise HighQuality
ont I-Premise HighQuality
été I-Premise HighQuality
réalisés. I-Premise HighQuality

Le B-Premise HighQuality
patient I-Premise HighQuality
est I-Premise HighQuality
accompagné I-Premise HighQuality
de I-Premise HighQuality
son I-Premise HighQuality
épouse, I-Premise HighQuality
qui I-Premise HighQuality
signale I-Premise HighQuality
une I-Premise HighQuality
évolution I-Premise HighQuality
lente I-Premise HighQuality
et I-Premise HighQuality
progressive I-Premise HighQuality
de I-Premise HighQuality
la I-Premise HighQuality
détérioration I-Premise HighQuality
de I-Premise HighQuality
la I-Premise HighQuality
mémoire I-Premise HighQuality
(par I-Premise HighQuality
exemple, I-Premise HighQuality
elle I-Premise HighQuality
a I-Premise HighQuality
parfois I-Premise HighQuality
confondu I-Premise HighQuality
les I-Premise HighQuality
doses I-Premise HighQuality
d'insuline). I-Premise HighQuality

Pas B-Premise HighQuality
d'hallucinations I-Premise HighQuality
ni I-Premise HighQuality
de I-Premise HighQuality
troubles I-Premise HighQuality
du I-Premise HighQuality
comportement. I-Premise HighQuality

Le B-Premise HighQuality
Minimental I-Premise HighQuality
actuel I-Premise HighQuality
est I-Premise HighQuality
de I-Premise HighQuality
24/30 I-Premise HighQuality
et I-Premise HighQuality
le I-Premise HighQuality
test I-Premise HighQuality
de I-Premise HighQuality
Yesavage I-Premise HighQuality
de I-Premise HighQuality
14/15. I-Premise HighQuality
L'examen I-Premise HighQuality
physique I-Premise HighQuality
ne I-Premise HighQuality
révèle I-Premise HighQuality
aucune I-Premise HighQuality
focalité I-Premise HighQuality
neurologique, I-Premise HighQuality
aucun I-Premise HighQuality
tremblement I-Premise HighQuality
ou I-Premise HighQuality
tonus, I-Premise HighQuality
ni I-Premise HighQuality
aucun I-Premise HighQuality
