non	I-Claim	HighQuality	
ci	I-Claim	HighQuality	
fosse	I-Claim	HighQuality	
mai	I-Claim	HighQuality	
o	I-Claim	HighQuality	
sempre.	I-Claim	HighQuality	

3	B-Claim	HighQuality	
non	I-Claim	HighQuality	
ha	I-Claim	HighQuality	
molto	I-Claim	HighQuality	
senso:	I-Claim	HighQuality	
sì,	O		
potremmo	B-Claim	HighQuality	
sospendere	I-Claim	HighQuality	
quelli	I-Claim	HighQuality	
che	I-Claim	HighQuality	
peggiorano	I-Claim	HighQuality	
la	I-Claim	HighQuality	
conduzione	I-Claim	HighQuality	
(beta-bloccanti,	I-Claim	HighQuality	
calcio	I-Claim	HighQuality	
antagonisti),	I-Claim	HighQuality	
ma	B-Claim	HighQuality	
i	I-Claim	HighQuality	
farmaci	I-Claim	HighQuality	
che	I-Claim	HighQuality	
facilitano,	I-Claim	HighQuality	
purché	I-Claim	HighQuality	
non	I-Claim	HighQuality	
gli	I-Claim	HighQuality	
diamo	I-Claim	HighQuality	
un'infusione	I-Claim	HighQuality	
di	I-Claim	HighQuality	
atropina	I-Claim	HighQuality	
da	I-Claim	HighQuality	
portare	I-Claim	HighQuality	
a	I-Claim	HighQuality	
casa...	I-Claim	HighQuality	

In	O		
4,	O		
dire	O		
che	O		
ha	O		
un	O		
blocco	O		
sinoatriale	O		
è	B-Claim	LowQuality	
un	I-Claim	LowQuality	
po'	I-Claim	LowQuality	
un	I-Claim	LowQuality	
rap:	I-Claim	LowQuality	
senza	I-Claim	LowQuality	
uno	I-Claim	LowQuality	
studio	I-Claim	LowQuality	
elettrofisiologico	I-Claim	LowQuality	
non	I-Claim	LowQuality	
si	I-Claim	LowQuality	
può	I-Claim	LowQuality	
dire,	I-Claim	LowQuality	
non	B-Premise	LowQuality	
ha	I-Premise	LowQuality	
necessariamente	I-Premise	LowQuality	
un	I-Premise	LowQuality	
blocco	I-Premise	LowQuality	
SA,	I-Premise	LowQuality	
né	O		
questo	O		
da	O		
solo	O		
indicherebbe	O		
l'impianto	O		
di	O		
un	O		
pacemaker.	O		

Quindi,	B-Claim	HighQuality	
alla	I-Claim	HighQuality	
fine,	I-Claim	HighQuality	
sceglierei	I-Claim	HighQuality	
l'opzione	I-Claim	HighQuality	
5	I-Claim	HighQuality	

QUESTION	O		
TYPE:	O		
CARDIOLOGIA	O		

CLINICAL	O		
CASE:	O		

Donna	B-Premise	HighQuality	
ipertesa	I-Premise	HighQuality	
di	I-Premise	HighQuality	
82	I-Premise	HighQuality	
anni	I-Premise	HighQuality	
che	I-Premise	HighQuality	
assume	I-Premise	HighQuality	
atenololo,	I-Premise	HighQuality	
idroclorotiazide	I-Premise	HighQuality	
e	I-Premise	HighQuality	
digossina.	I-Premise	HighQuality	

È	B-Premise	HighQuality	
stato	I-Premise	HighQuality	
ricoverato	I-Premise	HighQuality	
al	I-Premise	HighQuality	
pronto	I-Premise	HighQuality	
soccorso	I-Premise	HighQuality	
per	I-Premise	HighQuality	
fibrillazione	I-Premise	HighQuality	
atriale	I-Premise	HighQuality	
e	I-Premise	HighQuality	
gli	I-Premise	HighQuality	
è	I-Premise	HighQuality	
stato	I-Premise	HighQuality	
somministrato	I-Premise	HighQuality	
verapamil	I-Premise	HighQuality	
IV.	I-Premise	HighQuality	

L'ECG	B-Premise	HighQuality	
mostra	I-Premise	HighQuality	
un	I-Premise	HighQuality	
blocco	I-Premise	HighQuality	
atrioventricolare	I-Premise	HighQuality	
completo.	I-Premise	HighQuality	

Qual	O		
è	O		
la	O		
causa	O		
più	O		
probabile	O		
di	O		
questa	O		
situazione	O		
clinica?	O		

1-	O		
Intossicazione	B-Claim	HighQuality	
da	I-Claim	HighQuality	
digitale	I-Claim	HighQuality	
dovuta	I-Claim	HighQuality	
all'interazione	I-Claim	HighQuality	
farmacocinetica	I-Claim	HighQuality	
con	I-Claim	HighQuality	
il	I-Claim	HighQuality	
verapamil.	I-Claim	HighQuality	

2-	O		
Ipokaliemia	B-Claim	HighQuality	
dovuta	I-Claim	HighQuality	
alla	I-Claim	HighQuality	
somministrazione	I-Claim	HighQuality	
di	I-Claim	HighQuality	
tiazidi	I-Claim	HighQuality	
e	I-Claim	HighQuality	
digossina.	I-Claim	HighQuality	

3-	O		
Interazione	B-Claim	HighQuality	
farmacodinamica	I-Claim	HighQuality	
tra	I-Claim	HighQuality	
beta-bloccante,	I-Claim	HighQuality	
digossina	I-Claim	HighQuality	
e	I-Claim	HighQuality	
verapamil.	I-Claim	HighQuality	

4-	O		
Effetto	B-Claim	HighQuality	
ipotensivo	I-Claim	HighQuality	
dei	I-Claim	HighQuality	
diuretici	I-Claim	HighQuality	
tiazidici.	I-Claim	HighQuality	

5-	O		
Aritmia	B-Claim	HighQuality	
cardiaca	I-Claim	HighQuality	
dovuta	I-Claim	HighQuality	
al	I-Claim	HighQuality	
verapamil.	I-Claim	HighQuality	

RISPOSTA	O		
CORRETTA:	O		
3	O		

Il	B-Premise	HighQuality	
paziente	I-Premise	HighQuality	
assume	I-Premise	HighQuality	
già	I-Premise	HighQuality	
due	I-Premise	HighQuality	
frenatori	I-Premise	HighQuality	
del	I-Premise	HighQuality	
nodo	I-Premise	HighQuality	
AV	I-Premise	HighQuality	
e	I-Premise	HighQuality	
voi	I-Premise	HighQuality	
ne	I-Premise	HighQuality	
aggiungete	I-Premise	HighQuality	
un	I-Premise	HighQuality	
terzo,	I-Premise	HighQuality	
e	I-Premise	HighQuality	
vi	I-Premise	HighQuality	
sorprendete	I-Premise	HighQuality	
che	I-Premise	HighQuality	
ottenga	I-Premise	HighQuality	
un	I-Premise	HighQuality	
blocco	I-Premise	HighQuality	
AV	I-Premise	HighQuality	
completo	I-Premise	HighQuality	
dopo	I-Premise	HighQuality	
aver	I-Premise	HighQuality	
manipolato	I-Premise	HighQuality	
farmaci	I-Premise	HighQuality	
di	I-Premise	HighQuality	
famiglie	I-Premise	HighQuality	
diverse	I-Premise	HighQuality	
ma	I-Premise	HighQuality	
con	I-Premise	HighQuality	
lo	I-Premise	HighQuality	
stesso	I-Premise	HighQuality	
effetto	I-Premise	HighQuality	
(farmacodinamica)?	I-Premise	HighQuality	

Tre.	B-Claim	HighQuality	

E	B-Claim	HighQuality	
ricordate	I-Claim	HighQuality	
che	I-Claim	HighQuality	
le	I-Claim	HighQuality	
droghe	I-Claim	HighQuality	
sono	I-Claim	HighQuality	
come	I-Claim	HighQuality	
i	I-Claim	HighQuality	
drink	I-Claim	HighQuality	
quando	I-Claim	HighQuality	
si	I-Claim	HighQuality	
va	I-Claim	HighQuality	
al	I-Claim	HighQuality	
bar:	I-Claim	HighQuality	
non	I-Claim	HighQuality	
vanno	I-Claim	HighQuality	
mischiate!	I-Claim	HighQuality	

QUESTION	O		
TYPE:	O		
CARDIOLOGIA	O		

CLINICAL	O		
CASE:	O		

Donna	B-Premise	HighQuality	
di	I-Premise	HighQuality	
45	I-Premise	HighQuality	
anni	I-Premise	HighQuality	
con	I-Premise	HighQuality	
storia	I-Premise	HighQuality	
di	I-Premise	HighQuality	
soffio	I-Premise	HighQuality	
al	I-Premise	HighQuality	
cuore	I-Premise	HighQuality	
rilevato	I-Premise	HighQuality	
in	I-Premise	HighQuality	
età	I-Premise	HighQuality	
pediatrica.	I-Premise	HighQuality	

Ricoverato	B-Premise	HighQuality	
al	I-Premise	HighQuality	
pronto	I-Premise	HighQuality	
soccorso	I-Premise	HighQuality	
con	I-Premise	HighQuality	
palpitazioni,	I-Premise	HighQuality	
facile	I-Premise	HighQuality	
stanchezza	I-Premise	HighQuality	
ed	I-Premise	HighQuality	
edema	I-Premise	HighQuality	
malleolare.	I-Premise	HighQuality	

L'esame	B-Premise	HighQuality	
fisico	I-Premise	HighQuality	
rivela	I-Premise	HighQuality	
l'assenza	I-Premise	HighQuality	
di	I-Premise	HighQuality	
cianosi.	I-Premise	HighQuality	

Saturazione	B-Premise	HighQuality	
di	I-Premise	HighQuality	
ossigeno	I-Premise	HighQuality	
con	I-Premise	HighQuality	
pulsossimetro	I-Premise	HighQuality	
97%	I-Premise	HighQuality	
Pressione	I-Premise	HighQuality	
arteriosa	I-Premise	HighQuality	
120/80	I-Premise	HighQuality	
mmHg.	I-Premise	HighQuality	

Ritmo	B-Premise	HighQuality	
cardiaco	I-Premise	HighQuality	
irregolare	I-Premise	HighQuality	
a	I-Premise	HighQuality	
100	I-Premise	HighQuality	
bpm.	I-Premise	HighQuality	

Soffio	B-Premise	HighQuality	
sistolico	I-Premise	HighQuality	
eiettivo	I-Premise	HighQuality	
(2/6)	I-Premise	HighQuality	
nel	I-Premise	HighQuality	
focus	I-Premise	HighQuality	
polmonare.	I-Premise	HighQuality	

2°	B-Premise	HighQuality	
rumore	I-Premise	HighQuality	
dispiegato,	I-Premise	HighQuality	
ampio	I-Premise	HighQuality	
e	I-Premise	HighQuality	
fisso.	I-Premise	HighQuality	

Nessun	B-Premise	HighQuality	
rantolo.	I-Premise	HighQuality	

Ligera	B-Premise	HighQuality	
hepatomeglaia	I-Premise	HighQuality	
(2-3	I-Premise	HighQuality	
cm).	I-Premise	HighQuality	

Leggero	B-Premise	HighQuality	
edema	I-Premise	HighQuality	
malleolare.	I-Premise	HighQuality	

ECG:	B-Premise	HighQuality	
aritmia	I-Premise	HighQuality	
completa	I-Premise	HighQuality	
dovuta	I-Premise	HighQuality	
a	I-Premise	HighQuality	
fibrillazione	I-Premise	HighQuality	
atriale	I-Premise	HighQuality	
a	I-Premise	HighQuality	
100	I-Premise	HighQuality	
bpm.	I-Premise	HighQuality	

QRS	B-Premise	HighQuality	
+120º.	I-Premise	HighQuality	

Disturbo	B-Premise	HighQuality	
della	I-Premise	HighQuality	
conduzione	I-Premise	HighQuality	
del	I-Premise	HighQuality	
fascio	I-Premise	HighQuality	
destro.	I-Premise	HighQuality	

Qual	O		
è	O		
il	O		
vostro	O		
orientamento	O		
diagnostico?	O		

1-	O		
Difetto	B-Claim	HighQuality	
del	I-Claim	HighQuality	
setto	I-Claim	HighQuality	
ventricolare.	I-Claim	HighQuality	

2-	O		
Stenosi	B-Claim	HighQuality	
aortica.	I-Claim	HighQuality	

3-	O		
Stenosi	B-Claim	HighQuality	
mitralica.	I-Claim	HighQuality	

4-	O		
Difetto	B-Claim	HighQuality	
del	I-Claim	HighQuality	
setto	I-Claim	HighQuality	
atriale.	I-Claim	HighQuality	

5-	O		
Brevetto	B-Claim	LowQuality	
del	I-Claim	LowQuality	
dotto	I-Claim	LowQuality	
arterioso.	I-Claim	LowQuality	

RISPOSTA	O		
CORRETTA:	O		
4	O		

Se	B-Premise	HighQuality	
ha	I-Premise	HighQuality	
un	I-Premise	HighQuality	
soffio	I-Premise	HighQuality	
pediatrico,	I-Premise	HighQuality	
penso	I-Premise	HighQuality	
che	I-Premise	HighQuality	
sia	I-Premise	HighQuality	
congenito.	I-Premise	HighQuality	

Epatomegalia,	B-Premise	HighQuality	
edema	I-Premise	HighQuality	
malleolare	I-Premise	HighQuality	
e	I-Premise	HighQuality	
BRD,	I-Premise	HighQuality	
qualcosa	I-Premise	HighQuality	
che	I-Premise	HighQuality	
sovraccarica	I-Premise	HighQuality	
il	I-Premise	HighQuality	
cuore	I-Premise	HighQuality	
destro.	I-Premise	HighQuality	

Abbiamo	B-Claim	HighQuality	
quindi	I-Claim	HighQuality	
escluso	I-Claim	HighQuality	
la	I-Claim	HighQuality	
stenosi	I-Claim	HighQuality	
aortica	I-Claim	HighQuality	
e	I-Claim	HighQuality	
mitralica.	I-Claim	HighQuality	

Un	B-Claim	HighQuality	
dotto	I-Claim	HighQuality	
pervio	I-Claim	HighQuality	
darebbe	I-Claim	HighQuality	
cianosi:	I-Claim	HighQuality	
escluso.	I-Claim	HighQuality	

CIV	O		
o	O		
CIA?	O		

Se	B-Premise	HighQuality	
mi	I-Premise	HighQuality	
viene	I-Premise	HighQuality	
detto	I-Premise	HighQuality	
che	I-Premise	HighQuality	
ha	I-Premise	HighQuality	
la	I-Premise	HighQuality	
fibrillazione	I-Premise	HighQuality	
atriale,	I-Premise	HighQuality	
è	I-Premise	HighQuality	
perché	I-Premise	HighQuality	
gli	I-Premise	HighQuality	
atri	I-Premise	HighQuality	
sono	I-Premise	HighQuality	
di	I-Premise	HighQuality	
dimensioni	I-Premise	HighQuality	
XL	I-Premise	HighQuality	
e	O		
un	B-Claim	HighQuality	
VSD	I-Claim	HighQuality	
non	I-Claim	HighQuality	
causa	I-Claim	HighQuality	
dilatazione	I-Claim	HighQuality	
atriale.	I-Claim	HighQuality	

QUESTION	O		
TYPE:	O		
CARDIOLOGIA	O		

CLINICAL	O		
CASE:	O		

In	O		
un	B-Premise	HighQuality	
paziente	I-Premise	HighQuality	
con	I-Premise	HighQuality	
insufficienza	I-Premise	HighQuality	
cardiaca	I-Premise	HighQuality	
che	I-Premise	HighQuality	
presenta	I-Premise	HighQuality	
un'ascite	I-Premise	HighQuality	
sproporzionatamente	I-Premise	HighQuality	
elevata	I-Premise	HighQuality	
rispetto	I-Premise	HighQuality	
all'edema	I-Premise	HighQuality	
periferico,	I-Premise	HighQuality	
l'eziologia	O		
più	O		
probabile	O		
sarebbe:	O		

1-	O		
Stenosi	B-Claim	HighQuality	
aortica	I-Claim	HighQuality	
grave.	I-Claim	HighQuality	

2-	O		
Cardiomiopatia	B-Claim	HighQuality	
dilatativa	I-Claim	HighQuality	
con	I-Claim	HighQuality	
disfunzione	I-Claim	HighQuality	
ventricolare	I-Claim	HighQuality	
sinistra	I-Claim	HighQuality	
significativa.	I-Claim	HighQuality	

3-	B-Claim	HighQuality	
Ipertensione	I-Claim	HighQuality	
polmonare	I-Claim	HighQuality	
primaria.	I-Claim	HighQuality	

4-	O		
Cardiomiopatia	B-Claim	HighQuality	
ipertrofica	I-Claim	HighQuality	
ostruttiva.	I-Claim	HighQuality	

5-	O		
Pericardite	B-Claim	HighQuality	
costrittiva.	I-Claim	HighQuality	

RISPOSTA	O		
CORRETTA:	O		
5	O		

Si	B-Premise	HighQuality	
parla	I-Premise	HighQuality	
di	I-Premise	HighQuality	
insufficienza	I-Premise	HighQuality	
del	I-Premise	HighQuality	
lato	I-Premise	HighQuality	
destro,	I-Premise	HighQuality	
con	I-Premise	HighQuality	
edema	I-Premise	HighQuality	
e	I-Premise	HighQuality	
ascite.	I-Premise	HighQuality	

Pertanto,	B-Claim	HighQuality	
abbiamo	I-Claim	HighQuality	
escluso	I-Claim	HighQuality	
l'insufficienza	I-Claim	HighQuality	
cardiaca	I-Claim	HighQuality	
sinistra:	I-Claim	HighQuality	
EAo,	I-Claim	HighQuality	
dilatato	I-Claim	HighQuality	
con	I-Claim	HighQuality	
DSVI	I-Claim	HighQuality	
e	I-Claim	HighQuality	
un	I-Claim	HighQuality	
MHO.	I-Claim	HighQuality	

Delle	B-Claim	HighQuality	
due	I-Claim	HighQuality	
che	I-Claim	HighQuality	
rimangono,	I-Claim	HighQuality	
nella	I-Claim	HighQuality	
pericardite	I-Claim	HighQuality	
costrittiva	I-Claim	HighQuality	
abbiamo	I-Claim	HighQuality	
un	I-Claim	HighQuality	
aumento	I-Claim	HighQuality	
delle	I-Claim	HighQuality	
pressioni	I-Claim	HighQuality	
di	I-Claim	HighQuality	
riempimento	I-Claim	HighQuality	
delle	I-Claim	HighQuality	
camere	I-Claim	HighQuality	
destre,	I-Claim	HighQuality	
che	I-Claim	HighQuality	
causano	I-Claim	HighQuality	
un	I-Claim	HighQuality	
aumento	I-Claim	HighQuality	
della	I-Claim	HighQuality	
pressione	I-Claim	HighQuality	
retrograda	I-Claim	HighQuality	
con	I-Claim	HighQuality	
congestione	I-Claim	HighQuality	
epatica,	I-Claim	HighQuality	
ascite,	I-Claim	HighQuality	
edema,	I-Claim	HighQuality	
ecc.	I-Claim	HighQuality	

Al	B-Claim	HighQuality	
contrario,	I-Claim	HighQuality	
nell'ipertensione	I-Claim	HighQuality	
polmonare,	I-Claim	HighQuality	
la	I-Claim	HighQuality	
valvola	I-Claim	HighQuality	
tricuspide	I-Claim	HighQuality	
è	I-Claim	HighQuality	
responsabile	I-Claim	HighQuality	
(a	I-Claim	HighQuality	
priori)	I-Claim	HighQuality	
di	I-Claim	HighQuality	
contenere	I-Claim	HighQuality	
questa	I-Claim	HighQuality	
sovrapressione.	I-Claim	HighQuality	

QUESTION	O		
TYPE:	O		
PEDIATRIA	O		

CLINICAL	O		
CASE:	O		

Neonato	B-Premise	HighQuality	
di	I-Premise	HighQuality	
10	I-Premise	HighQuality	
mesi,	I-Premise	HighQuality	
precedentemente	I-Premise	HighQuality	
sano,	I-Premise	HighQuality	
con	I-Premise	HighQuality	
gastroenterite	I-Premise	HighQuality	
acuta	I-Premise	HighQuality	
di	I-Premise	HighQuality	
un	I-Premise	HighQuality	
giorno	I-Premise	HighQuality	
e	I-Premise	HighQuality	
segni	I-Premise	HighQuality	
di	I-Premise	HighQuality	
lieve	I-Premise	HighQuality	
disidratazione,	I-Premise	HighQuality	
senza	I-Premise	HighQuality	
sangue	I-Premise	HighQuality	
o	I-Premise	HighQuality	
muco	I-Premise	HighQuality	
nelle	I-Premise	HighQuality	
feci	I-Premise	HighQuality	
e	I-Premise	HighQuality	
senza	I-Premise	HighQuality	
tolleranza	I-Premise	HighQuality	
orale.	I-Premise	HighQuality	

Qual	O		
è	O		
il	O		
trattamento	O		
iniziale	O		
di	O		
scelta	O		
nel	O		
nostro	O		
contesto?	O		

1-	O		
Reidratazione	B-Claim	HighQuality	
endovenosa,	I-Claim	HighQuality	
dieta	I-Claim	HighQuality	
assoluta	I-Claim	HighQuality	
di	I-Claim	HighQuality	
8	I-Claim	HighQuality	
ore	I-Claim	HighQuality	
e	I-Claim	HighQuality	
inizio	I-Claim	HighQuality	
dell'alimentazione	I-Claim	HighQuality	
con	I-Claim	HighQuality	
dieta	I-Claim	HighQuality	
astringente.	I-Claim	HighQuality	

2-	O		
Reidratazione	B-Claim	HighQuality	
con	I-Claim	HighQuality	
soluzione	I-Claim	HighQuality	
reidratante	I-Claim	HighQuality	
orale	I-Claim	HighQuality	
a	I-Claim	HighQuality	
bassa	I-Claim	HighQuality	
osmolalità	I-Claim	HighQuality	
(sodio	I-Claim	HighQuality	
60-75	I-Claim	HighQuality	
mEq/L)	I-Claim	HighQuality	
e	I-Claim	HighQuality	
continuazione	I-Claim	HighQuality	
della	I-Claim	HighQuality	
dieta	I-Claim	HighQuality	
abituale.	I-Claim	HighQuality	

3-	O		
Reidratazione	B-Claim	HighQuality	
con	I-Claim	HighQuality	
soluzione	I-Claim	HighQuality	
reidratante	I-Claim	HighQuality	
orale	I-Claim	HighQuality	
a	I-Claim	HighQuality	
bassa	I-Claim	HighQuality	
osmolalità	I-Claim	HighQuality	
(sodio	I-Claim	HighQuality	
60-75	I-Claim	HighQuality	
mEq/L),	I-Claim	HighQuality	
mantenimento	I-Claim	HighQuality	
della	I-Claim	HighQuality	
dieta	I-Claim	HighQuality	
abituale	I-Claim	HighQuality	
e	I-Claim	HighQuality	
amoxicillina	I-Claim	HighQuality	
orale	I-Claim	HighQuality	
per	I-Claim	HighQuality	
10	I-Claim	HighQuality	
giorni.	I-Claim	HighQuality	

4-	O		
Reidratazione	B-Claim	HighQuality	
con	I-Claim	HighQuality	
soluzione	I-Claim	HighQuality	
orale	I-Claim	HighQuality	
a	I-Claim	HighQuality	
bassa	I-Claim	HighQuality	
osmolalità	I-Claim	HighQuality	
(sodio	I-Claim	HighQuality	
60-75	I-Claim	HighQuality	
mEq/L)	I-Claim	HighQuality	
e	I-Claim	HighQuality	
inizio	I-Claim	HighQuality	
dell'alimentazione	I-Claim	HighQuality	
con	I-Claim	HighQuality	
formule	I-Claim	HighQuality	
prive	I-Claim	HighQuality	
di	I-Claim	HighQuality	
lattosio.	I-Claim	HighQuality	

5-	O		
Reidratazione	B-Claim	HighQuality	
con	I-Claim	HighQuality	
soluzione	I-Claim	HighQuality	
reidratante	I-Claim	HighQuality	
orale	I-Claim	HighQuality	
a	I-Claim	HighQuality	
bassa	I-Claim	HighQuality	
osmolalità	I-Claim	HighQuality	
(sodio	I-Claim	HighQuality	
60-75	I-Claim	HighQuality	
mEq/L),	I-Claim	HighQuality	
mantenimento	I-Claim	HighQuality	
della	I-Claim	HighQuality	
dieta	I-Claim	HighQuality	
abituale	I-Claim	HighQuality	
e	I-Claim	HighQuality	
loperamide	I-Claim	HighQuality	
per	I-Claim	HighQuality	
7	I-Claim	HighQuality	
giorni.	I-Claim	HighQuality	

RISPOSTA	O		
CORRETTA:	O		
2	O		

Il	B-Premise	HighQuality	
neonato	I-Premise	HighQuality	
presenta	I-Premise	HighQuality	
una	I-Premise	HighQuality	
GEA	I-Premise	HighQuality	
acuta	I-Premise	HighQuality	
senza	I-Premise	HighQuality	
segni	I-Premise	HighQuality	
di	I-Premise	HighQuality	
allarme	I-Premise	HighQuality	
o	I-Premise	HighQuality	
disidratazione	I-Premise	HighQuality	
grave.	I-Premise	HighQuality	

Il	B-Claim	HighQuality	
primo	I-Claim	HighQuality	
passo	I-Claim	HighQuality	
sarebbe	I-Claim	HighQuality	
quello	I-Claim	HighQuality	
di	I-Claim	HighQuality	
provare	I-Claim	HighQuality	
la	I-Claim	HighQuality	
tolleranza	I-Claim	HighQuality	
orale	I-Claim	HighQuality	
con	I-Claim	HighQuality	
la	I-Claim	HighQuality	
soluzione	I-Claim	HighQuality	
salina	I-Claim	HighQuality	
di	I-Claim	HighQuality	
reidratazione	I-Claim	HighQuality	
orale	I-Claim	HighQuality	
e	I-Claim	HighQuality	
continuare	I-Claim	HighQuality	
con	I-Claim	HighQuality	
la	I-Claim	HighQuality	
normale	I-Claim	HighQuality	
alimentazione	I-Claim	HighQuality	
se	I-Claim	HighQuality	
ben	I-Claim	HighQuality	
tollerata.	I-Claim	HighQuality	

La	B-Claim	HighQuality	
risposta	I-Claim	HighQuality	
1	I-Claim	HighQuality	
può	I-Claim	HighQuality	
dare	I-Claim	HighQuality	
adito	I-Claim	HighQuality	
a	I-Claim	HighQuality	
dubbi,	I-Claim	HighQuality	
in	I-Claim	HighQuality	
quanto	I-Claim	HighQuality	
l'affermazione	I-Claim	HighQuality	
dice	I-Claim	HighQuality	
che	I-Claim	HighQuality	
il	I-Claim	HighQuality	
paziente	I-Claim	HighQuality	
non	I-Claim	HighQuality	
tollera	I-Claim	HighQuality	
la	I-Claim	HighQuality	
via	I-Claim	HighQuality	
orale.	I-Claim	HighQuality	

In	B-Claim	HighQuality	
questo	I-Claim	HighQuality	
caso,	I-Claim	HighQuality	
si	I-Claim	HighQuality	
potrebbe	I-Claim	HighQuality	
iniziare	I-Claim	HighQuality	
la	I-Claim	HighQuality	
reidratazione	I-Claim	HighQuality	
per	I-Claim	HighQuality	
via	I-Claim	HighQuality	
endovenosa...	I-Claim	HighQuality	
ma	B-Claim	HighQuality	
non	I-Claim	HighQuality	
sarebbe	I-Claim	HighQuality	
consigliabile	I-Claim	HighQuality	
lasciare	I-Claim	HighQuality	
il	I-Claim	HighQuality	
paziente	I-Claim	HighQuality	
a	I-Claim	HighQuality	
dieta	I-Claim	HighQuality	
assoluta	I-Claim	HighQuality	
per	I-Claim	HighQuality	
8	I-Claim	HighQuality	
ore,	I-Claim	HighQuality	
né	I-Claim	HighQuality	
una	I-Claim	HighQuality	
successiva	I-Claim	HighQuality	
dieta	I-Claim	HighQuality	
astringente,	I-Claim	HighQuality	
per	B-Claim	HighQuality	
cui	I-Claim	HighQuality	
opterei	I-Claim	HighQuality	
per	I-Claim	HighQuality	
la	I-Claim	HighQuality	
2	I-Claim	HighQuality	

Tutti	B-Claim	HighQuality	
gli	I-Claim	HighQuality	
altri	I-Claim	HighQuality	
trattamenti	I-Claim	HighQuality	
non	I-Claim	HighQuality	
apportano	I-Claim	HighQuality	
alcun	I-Claim	HighQuality	
beneficio.	I-Claim	HighQuality	

QUESTION	O		
TYPE:	O		
INFETTIVO	O		

CLINICAL	O		
CASE:	O		

Un	B-Premise	HighQuality	
paziente	I-Premise	HighQuality	
si	I-Premise	HighQuality	
presenta	I-Premise	HighQuality	
al	I-Premise	HighQuality	
Pronto	I-Premise	HighQuality	
Soccorso	I-Premise	HighQuality	
con	I-Premise	HighQuality	
febbre	I-Premise	HighQuality	
senza	I-Premise	HighQuality	
fonte	I-Premise	HighQuality	
di	I-Premise	HighQuality	
febbre	I-Premise	HighQuality	
di	I-Premise	HighQuality	
24	I-Premise	HighQuality	
ore	I-Premise	HighQuality	
di	I-Premise	HighQuality	
evoluzione,	I-Premise	HighQuality	
ipotiroidismo	I-Premise	HighQuality	
e	I-Premise	HighQuality	
impressione	I-Premise	HighQuality	
di	I-Premise	HighQuality	
gravità.	I-Premise	HighQuality	

È	B-Premise	HighQuality	
stato	I-Premise	HighQuality	
sottoposto	I-Premise	HighQuality	
a	I-Premise	HighQuality	
splenectomia	I-Premise	HighQuality	
2	I-Premise	HighQuality	
anni	I-Premise	HighQuality	
fa	I-Premise	HighQuality	
per	I-Premise	HighQuality	
la	I-Premise	HighQuality	
stadiazione	I-Premise	HighQuality	
del	I-Premise	HighQuality	
morbo	I-Premise	HighQuality	
di	I-Premise	HighQuality	
Hosgkin.	I-Premise	HighQuality	

Quale	O		
microrganismo	O		
è	O		
più	O		
frequentemente	O		
coinvolto?	O		

1-	O		
Streptococcus	B-Claim	HighQuality	
pneumoniae.	I-Claim	HighQuality	

2-	O		
Pseudomonas	B-Claim	HighQuality	
aeruginosa.	I-Claim	HighQuality	

3-	O		
Salmonella	B-Claim	HighQuality	
no	I-Claim	HighQuality	
typhi.	I-Claim	HighQuality	

4-	O		
Pneumocystis	B-Claim	HighQuality	
jirovecii.	I-Claim	HighQuality	

5-	O		
Streptococco	B-Claim	HighQuality	
viridans.	I-Claim	HighQuality	

RISPOSTA	O		
CORRETTA:	O		
1	O		

Un	O		
altro	O		
sull'epidemiologia.	O		

Nei	B-Premise	HighQuality	
pazienti	I-Premise	HighQuality	
splenectomizzati	I-Premise	HighQuality	
aumenta	I-Premise	HighQuality	
il	I-Premise	HighQuality	
rischio	I-Premise	HighQuality	
di	I-Premise	HighQuality	
contrarre	I-Premise	HighQuality	
infezioni	I-Premise	HighQuality	
gravi	I-Premise	HighQuality	
da	I-Premise	HighQuality	
germi	I-Premise	HighQuality	
incapsulati,	I-Premise	HighQuality	
anche	O		
in	O		
questo	O		
caso	O		
lo	O		
pneumococco	O		
è	O		
il	O		
più	O		
frequente.	O		

QUESTION	O		
TYPE:	O		
PEDIATRIA	O		

CLINICAL	O		
CASE:	O		

Un	B-Premise	HighQuality	
bambino	I-Premise	HighQuality	
di	I-Premise	HighQuality	
4	I-Premise	HighQuality	
anni	I-Premise	HighQuality	
è	I-Premise	HighQuality	
arrivato	I-Premise	HighQuality	
al	I-Premise	HighQuality	
centro	I-Premise	HighQuality	
sanitario	I-Premise	HighQuality	
5	I-Premise	HighQuality	
minuti	I-Premise	HighQuality	
prima	I-Premise	HighQuality	
con	I-Premise	HighQuality	
angioedema	I-Premise	HighQuality	
del	I-Premise	HighQuality	
viso,	I-Premise	HighQuality	
congiuntivite,	I-Premise	HighQuality	
congestione	I-Premise	HighQuality	
nasale	I-Premise	HighQuality	
e	I-Premise	HighQuality	
raucedine,	I-Premise	HighQuality	
in	I-Premise	HighQuality	
coincidenza	I-Premise	HighQuality	
con	I-Premise	HighQuality	
l'ingestione	I-Premise	HighQuality	
di	I-Premise	HighQuality	
un	I-Premise	HighQuality	
cucchiaio	I-Premise	HighQuality	
di	I-Premise	HighQuality	
yogurt	I-Premise	HighQuality	
che	I-Premise	HighQuality	
