presented I-Premise
angina I-Premise
or I-Premise
syncope. I-Premise

Physical B-Premise
examination I-Premise
and I-Premise
diagnostic I-Premise
tests I-Premise
show I-Premise
a I-Premise
mean I-Premise
aortic I-Premise
transvalvular I-Premise
gradient I-Premise
of I-Premise
55 I-Premise
mmHg I-Premise
and I-Premise
a I-Premise
calculated I-Premise
area I-Premise
of I-Premise
0.7 I-Premise
cm². I-Premise

Ejection B-Premise
fraction I-Premise
of I-Premise
65%. I-Premise

The O
treatment O
to O
be O
indicated O
for O
this O
patient O
is: O

1- O
Diuretics B-Claim
and I-Claim
more I-Claim
frequent I-Claim
check-ups I-Claim
by I-Claim
a I-Claim
specialist. I-Claim

2- O
In B-Claim
case I-Claim
of I-Claim
increasing I-Claim
dyspnea I-Claim
on I-Claim
exertion, I-Claim
percutaneous I-Claim
dilatation I-Claim
of I-Claim
the I-Claim
aortic I-Claim
valve I-Claim
with I-Claim
a I-Claim
balloon I-Claim
catheter I-Claim
should I-Claim
be I-Claim
performed. I-Claim

3- O
Replacement B-Claim
of I-Claim
the I-Claim
aortic I-Claim
valve I-Claim
with I-Claim
a I-Claim
prosthesis/bioprosthesis. I-Claim

4- O
Replacement B-Claim
of I-Claim
the I-Claim
aortic I-Claim
valve I-Claim
with I-Claim
a I-Claim
homograft. I-Claim

5- O
Implantation B-Claim
of I-Claim
a I-Claim
percutaneous I-Claim
valve. I-Claim

CORRECT O
ANSWER: O
3 O

Something B-Premise
aortic. I-Premise

They B-Premise
give I-Premise
me I-Premise
a I-Premise
gradient, I-Premise
which I-Premise
without I-Premise
knowing I-Premise
the I-Premise
values I-Premise
seems I-Premise
somewhat I-Premise
high I-Premise
(55 I-Premise
mmHg!) I-Premise
and I-Premise
the I-Premise
area, I-Premise
which I-Premise
looks I-Premise
tiny I-Premise
to I-Premise
the I-Premise
naked I-Premise
eye: I-Premise
this B-Claim
is I-Claim
going I-Claim
to I-Claim
be I-Claim
aortic I-Claim
stenosis... I-Claim

And B-Premise
he I-Premise
has I-Premise
dyspnea. I-Premise

Symptomatic O
aortic O
stenosis, O
will O
the O
examiner O
want O
me O
to O
send O
him O
for O
surgery? O

With B-Premise
the I-Premise
guidelines I-Premise
in I-Premise
hand, I-Premise
that's I-Premise
right: I-Premise
this I-Premise
is I-Premise
a I-Premise
severe I-Premise
stenosis I-Premise
both I-Premise
in I-Premise
terms I-Premise
of I-Premise
area I-Premise
(<1 I-Premise
cm²) I-Premise
and I-Premise
mean I-Premise
gradient I-Premise
(>40 I-Premise
mmHg), I-Premise
with I-Premise
a I-Premise
preserved I-Premise
ejection I-Premise
fraction, I-Premise
and I-Premise
symptomatic. I-Premise

Surgical B-Claim
indication. I-Claim

If B-Claim
we I-Claim
do I-Claim
1 I-Claim
we I-Claim
take I-Claim
away I-Claim
life I-Claim
expectancy, I-Claim
because O
we B-Premise
allow I-Premise
the I-Premise
ventricle I-Premise
to I-Premise
claudicate. I-Premise

2 B-Claim
is I-Claim
outdated: I-Claim
balloon I-Claim
valvuloplasty? I-Claim

Only B-Claim
if I-Claim
the I-Claim
surgical I-Claim
risk I-Claim
is I-Claim
unaffordable, I-Claim
and I-Claim
in I-Claim
that I-Claim
case I-Claim
we I-Claim
would I-Claim
do I-Claim
5, I-Claim
TAVI I-Claim
implantation I-Claim
(see O
[1]). O

But B-Premise
this I-Premise
is I-Premise
a I-Premise
52-year-old I-Premise
man, I-Premise
who I-Premise
we I-Premise
assume I-Premise
has I-Premise
good I-Premise
bodywork I-Premise
because I-Premise
he I-Premise
walks I-Premise
to I-Premise
have I-Premise
dyspnea, I-Premise
so B-Claim
to I-Claim
the I-Claim
operating I-Claim
room. I-Claim

So O
to O
the O
operating O
room. O

A B-Claim
homograft? I-Claim
That's I-Claim
the I-Claim
Ross I-Claim
technique, I-Claim
I I-Claim
take I-Claim
the I-Claim
pulmonary I-Claim
and I-Claim
put I-Claim
it I-Claim
where I-Claim
the I-Claim
aortic. I-Claim

But B-Claim
it's I-Claim
rare, I-Claim
complex I-Claim
and I-Claim
only I-Claim
done I-Claim
in I-Claim
pediatrics. I-Claim

The B-Claim
correct I-Claim
thing I-Claim
to I-Claim
do I-Claim
is I-Claim
3, I-Claim
without I-Claim
a I-Claim
doubt: I-Claim
replace I-Claim
with I-Claim
a I-Claim
prosthesis, I-Claim
preferably I-Claim
mechanical I-Claim
unless I-Claim
the I-Claim
patient I-Claim
has I-Claim
a I-Claim
contraindication I-Claim
for I-Claim
anticoagulation. I-Claim

QUESTION O
TYPE: O
CARDIOLOGY O

CLINICAL O
CASE: O

An B-Premise
82-year-old I-Premise
patient I-Premise
presents I-Premise
with I-Premise
sudden I-Premise
and I-Premise
frequent I-Premise
dizziness, I-Premise
without I-Premise
prodromes, I-Premise
of I-Premise
short I-Premise
duration I-Premise
and I-Premise
which I-Premise
subsides I-Premise
spontaneously, I-Premise
without I-Premise
ever I-Premise
presenting I-Premise
syncope. I-Premise

Physical B-Premise
examination I-Premise
and I-Premise
baseline I-Premise
electrocardiogram I-Premise
are I-Premise
normal. I-Premise

In B-Premise
an I-Premise
ambulatory I-Premise
electrocardiogram I-Premise
recording I-Premise
during I-Premise
24 I-Premise
hours, I-Premise
short I-Premise
phases I-Premise
of I-Premise
absence I-Premise
of I-Premise
P I-Premise
waves I-Premise
prior I-Premise
to I-Premise
QRS I-Premise
with I-Premise
an I-Premise
escape I-Premise
rhythm I-Premise
of I-Premise
the I-Premise
atrioventricular I-Premise
junction I-Premise
with I-Premise
narrow I-Premise
QRS I-Premise
at I-Premise
40 I-Premise
bpm I-Premise
and O
a B-Premise
wave I-Premise
at I-Premise
the I-Premise
beginning I-Premise
of I-Premise
the I-Premise
ST I-Premise
segment I-Premise
corresponding I-Premise
to I-Premise
a I-Premise
retrograde I-Premise
P I-Premise
were I-Premise
detected I-Premise
in I-Premise
the I-Premise
vigil I-Premise
period. I-Premise

No B-Premise
asystole I-Premise
periods I-Premise
longer I-Premise
than I-Premise
3 I-Premise
seconds I-Premise
are I-Premise
detected. I-Premise

Given O
this O
you O
would O
say: O

1- O
The B-Claim
patient I-Claim
has I-Claim
a I-Claim
third-degree I-Claim
AVB I-Claim
and I-Claim
requires I-Claim
pacemaker I-Claim
implantation. I-Claim

2- O
The B-Claim
absence I-Claim
of I-Claim
periods I-Claim
of I-Claim
asystole I-Claim
>3 I-Claim
seconds I-Claim
excludes I-Claim
a I-Claim
cardiac I-Claim
cause I-Claim
of I-Claim
dizziness. I-Claim

3- O
Drug B-Claim
treatment I-Claim
to I-Claim
increase I-Claim
conduction I-Claim
in I-Claim
the I-Claim
AV I-Claim
node I-Claim
would I-Claim
be I-Claim
indicated. I-Claim

4- O
The B-Claim
patient I-Claim
presents I-Claim
sinus I-Claim
dysfunction I-Claim
with I-Claim
sinoatrial I-Claim
block I-Claim
and I-Claim
requires I-Claim
pacemaker I-Claim
implantation I-Claim
due I-Claim
to I-Claim
symptoms. I-Claim

5- O
The B-Claim
alterations I-Claim
detected I-Claim
in I-Claim
the I-Claim
ambulatory I-Claim
electrocardiogram I-Claim
are I-Claim
typical I-Claim
of I-Claim
patients I-Claim
of I-Claim
this I-Claim
age I-Claim
and I-Claim
there I-Claim
is I-Claim
no I-Claim
indication I-Claim
for I-Claim
therapeutic I-Claim
intervention. I-Claim

CORRECT O
ANSWER: O
5 O

What O
are O
these O
findings O
in O
the O
Holter? O

If B-Premise
the I-Premise
sinus I-Premise
node I-Premise
fails, I-Premise
the I-Premise
AV I-Premise
node I-Premise
takes I-Premise
over I-Premise
and I-Premise
stimulates I-Premise
the I-Premise
ventricle. I-Premise

In B-Claim
10% I-Claim
of I-Claim
people I-Claim
there I-Claim
is I-Claim
retrograde I-Claim
conduction, I-Claim
so O
that B-Premise
beat I-Premise
generated I-Premise
in I-Premise
the I-Premise
AVN I-Premise
stimulates I-Premise
both I-Premise
ventricles I-Premise
and I-Premise
atria, I-Premise
giving I-Premise
a I-Premise
retrograde I-Premise
P I-Premise
as I-Premise
reported I-Premise
in I-Premise
the I-Premise
study. I-Premise

In O
this O
sense, O
no O
problem. O

Likewise, B-Premise
there I-Premise
are I-Premise
also I-Premise
no I-Premise
pauses I-Premise
longer I-Premise
than I-Premise
3 I-Premise
seconds I-Premise
that I-Premise
could I-Premise
cause I-Premise
cardiogenic I-Premise
syncope I-Premise
(which, B-Premise
in I-Premise
fact, I-Premise
he I-Premise
has I-Premise
never I-Premise
suffered). I-Premise

Option B-Claim
1 I-Claim
is I-Claim
ruled I-Claim
out: I-Claim
it B-Claim
is I-Claim
not I-Claim
a I-Claim
complete I-Claim
AVB. I-Claim

Option B-Claim
2 I-Claim
cannot I-Claim
be I-Claim
answered I-Claim
either: I-Claim
to I-Claim
exclude, I-Claim
what I-Claim
is I-Claim
said I-Claim
to I-Claim
exclude... I-Claim

It B-Claim
is I-Claim
like I-Claim
never/always. I-Claim

Option B-Claim
3 I-Claim
does I-Claim
not I-Claim
make I-Claim
much I-Claim
sense: I-Claim
we B-Claim
could I-Claim
suspend I-Claim
those I-Claim
that I-Claim
impair I-Claim
conduction I-Claim
(beta-blockers, I-Claim
calcium I-Claim
antagonists), I-Claim
but B-Claim
drugs I-Claim
that I-Claim
facilitate, I-Claim
as I-Claim
long I-Claim
as I-Claim
we I-Claim
do I-Claim
not I-Claim
give I-Claim
him I-Claim
a I-Claim
perfusion I-Claim
of I-Claim
atropine I-Claim
to I-Claim
take I-Claim
home... I-Claim

In B-Claim
option I-Claim
4, I-Claim
stating I-Claim
that I-Claim
he I-Claim
has I-Claim
sinoatrial I-Claim
block I-Claim
is I-Claim
a I-Claim
bit I-Claim
of I-Claim
a I-Claim
rap: I-Claim
without I-Claim
an I-Claim
electrophysiological I-Claim
study I-Claim
it I-Claim
cannot I-Claim
be I-Claim
said, I-Claim
he B-Premise
does I-Premise
not I-Premise
necessarily I-Premise
have I-Premise
SA I-Premise
block, I-Premise
and O
this B-Claim
alone I-Claim
would I-Claim
not I-Claim
indicate I-Claim
the I-Claim
implantation I-Claim
of I-Claim
a I-Claim
pacemaker. I-Claim

So, B-Claim
finally, I-Claim
I I-Claim
would I-Claim
check I-Claim
option I-Claim
5. I-Claim

QUESTION O
TYPE: O
CARDIOLOGY O

CLINICAL O
CASE: O

An B-Premise
82-year-old I-Premise
hypertensive I-Premise
woman I-Premise
on I-Premise
atenolol, I-Premise
hydrochlorothiazide I-Premise
and I-Premise
digoxin. I-Premise

She B-Premise
comes I-Premise
to I-Premise
the I-Premise
emergency I-Premise
room I-Premise
for I-Premise
atrial I-Premise
fibrillation I-Premise
and I-Premise
is I-Premise
administered I-Premise
IV I-Premise
verapamil. I-Premise

The B-Premise
ECG I-Premise
showed I-Premise
complete I-Premise
atrioventricular I-Premise
block. I-Premise

What O
is O
the O
most O
probable O
cause O
of O
this O
clinical O
situation? O

1- O
Digitalis B-Claim
intoxication I-Claim
due I-Claim
to I-Claim
pharmacokinetic I-Claim
interaction I-Claim
with I-Claim
verapamil. I-Claim

2- O
Hypokalemia B-Claim
due I-Claim
to I-Claim
administration I-Claim
of I-Claim
thiazide I-Claim
and I-Claim
digoxin. I-Claim

3- O
Pharmacodynamic B-Claim
interaction I-Claim
of I-Claim
beta-blocker, I-Claim
digoxin I-Claim
and I-Claim
verapamil. I-Claim

4- O
Hypotensive B-Claim
effect I-Claim
of I-Claim
thiazide I-Claim
diuretic. I-Claim

5- O
Cardiac B-Claim
arrhythmia I-Claim
due I-Claim
to I-Claim
verapamil. I-Claim

CORRECT O
ANSWER: O
3 O

He B-Premise
already I-Premise
takes I-Premise
two I-Premise
AV I-Premise
node I-Premise
brakers I-Premise
and I-Premise
you I-Premise
add I-Premise
a I-Premise
third, I-Premise
and I-Premise
are I-Premise
you I-Premise
surprised I-Premise
that I-Premise
he I-Premise
gets I-Premise
complete I-Premise
AV I-Premise
block I-Premise
after I-Premise
messing I-Premise
with I-Premise
drugs I-Premise
from I-Premise
different I-Premise
families I-Premise
but I-Premise
same I-Premise
effect I-Premise
(pharmacodynamics)? I-Premise

Three. B-Claim

And B-Claim
remember I-Claim
that I-Claim
drugs I-Claim
are I-Claim
like I-Claim
drinks I-Claim
when I-Claim
you I-Claim
go I-Claim
to I-Claim
a I-Claim
bar: I-Claim
don't I-Claim
mix! I-Claim

QUESTION O
TYPE: O
CARDIOLOGY O

CLINICAL O
CASE: O

A B-Premise
45-year-old I-Premise
woman I-Premise
with I-Premise
a I-Premise
history I-Premise
of I-Premise
heart I-Premise
murmur I-Premise
detected I-Premise
in I-Premise
childhood. I-Premise

She B-Premise
is I-Premise
admitted I-Premise
to I-Premise
the I-Premise
emergency I-Premise
department I-Premise
for I-Premise
palpitations, I-Premise
easy I-Premise
fatigue I-Premise
and I-Premise
malleolar I-Premise
edema. I-Premise

Physical B-Premise
examination I-Premise
revealed I-Premise
absence I-Premise
of I-Premise
cyanosis. I-Premise

Oxygen B-Premise
saturation I-Premise
by I-Premise
pulse I-Premise
oximeter I-Premise
97% I-Premise
BP I-Premise
120/80 I-Premise
mmHg. I-Premise

Irregular B-Premise
heart I-Premise
rhythm I-Premise
at I-Premise
100 I-Premise
bpm. I-Premise

Ejective B-Premise
systolic I-Premise
murmur I-Premise
(2/6) I-Premise
in I-Premise
pulmonary I-Premise
focus. I-Premise

2nd B-Premise
unfolded I-Premise
noise, I-Premise
wide I-Premise
and I-Premise
fixed. I-Premise

No B-Premise
rales. I-Premise

Slight B-Premise
hepatomeglaia I-Premise
(2-3 I-Premise
cm). I-Premise

Slight B-Premise
malleolar I-Premise
edema. I-Premise

ECG: B-Premise
complete I-Premise
arrhythmia I-Premise
due I-Premise
to I-Premise
atrial I-Premise
fibrillation I-Premise
at I-Premise
100 I-Premise
bpm. I-Premise

QRS B-Premise
+120º. I-Premise

Conduction B-Premise
disorder I-Premise
of I-Premise
the I-Premise
right I-Premise
bundle I-Premise
branch I-Premise
of I-Premise
the I-Premise
His I-Premise
bundle. I-Premise

What O
is O
its O
diagnostic O
orientation? O

1- O
Ventricular B-Claim
septal I-Claim
defect. I-Claim

2- O
Aortic B-Claim
stenosis. I-Claim

3- O
Mitral B-Claim
stenosis. I-Claim

4- O
Atrial B-Claim
septal I-Claim
defect. I-Claim

5- O
Patent B-Claim
ductus I-Claim
arteriosus. I-Claim

CORRECT O
ANSWER: O
4 O

If B-Premise
he I-Premise
has I-Premise
a I-Premise
pediatric I-Premise
murmur, I-Premise
I'm I-Premise
thinking I-Premise
congenital. I-Premise

Hepatomegaly, B-Premise
malleolar I-Premise
edema I-Premise
and I-Premise
BRD, I-Premise
something I-Premise
that I-Premise
overloads I-Premise
the I-Premise
right I-Premise
heart. I-Premise

So B-Claim
we I-Claim
rule I-Claim
out I-Claim
aortic I-Claim
and I-Claim
mitral I-Claim
stenosis. I-Claim

A B-Claim
patent I-Claim
ductus I-Claim
would I-Claim
give I-Claim
cyanosis: I-Claim
ruled I-Claim
out. I-Claim

VSD O
or O
ASD? O

If B-Premise
I I-Premise
am I-Premise
told I-Premise
that I-Premise
he I-Premise
has I-Premise
AF, I-Premise
it I-Premise
is I-Premise
because I-Premise
the I-Premise
atria I-Premise
are I-Premise
of I-Premise
size I-Premise
XL, I-Premise
and O
a B-Claim
VSD I-Claim
does I-Claim
not I-Claim
produce I-Claim
atrial I-Claim
dilatation. I-Claim

QUESTION O
TYPE: O
CARDIOLOGY O

CLINICAL O
CASE: O

In O
a B-Premise
patient I-Premise
with I-Premise
clinical I-Premise
signs I-Premise
of I-Premise
heart I-Premise
failure I-Premise
who I-Premise
presents I-Premise
with I-Premise
ascites I-Premise
disproportionately I-Premise
elevated I-Premise
in I-Premise
relation I-Premise
to I-Premise
peripheral I-Premise
edema, I-Premise
the O
most O
likely O
etiology O
would O
be: O

1- O
Severe B-Claim
aortic I-Claim
stenosis. I-Claim

2- O
Dilated B-Claim
cardiomyopathy I-Claim
with I-Claim
significant I-Claim
left I-Claim
ventricular I-Claim
dysfunction. I-Claim

3- O
Primary B-Claim
pulmonary I-Claim
hypertension. I-Claim

4- O
Obstructive B-Claim
hypertrophic I-Claim
cardiomyopathy. I-Claim

5- O
Constrictive B-Claim
pericarditis. I-Claim

CORRECT O
ANSWER: O
5 O

They B-Premise
tell I-Premise
us I-Premise
about I-Premise
clinical I-Premise
symptoms I-Premise
of I-Premise
right I-Premise
failure, I-Premise
with I-Premise
edema I-Premise
and I-Premise
ascites. I-Premise

Therefore, B-Claim
we I-Claim
rule I-Claim
out I-Claim
left I-Claim
heart I-Claim
failure: I-Claim
EAo, I-Claim
dilated I-Claim
with I-Claim
DSVI I-Claim
and I-Claim
a I-Claim
MHO. I-Claim

Of B-Claim
the I-Claim
two I-Claim
we I-Claim
are I-Claim
left I-Claim
with, I-Claim
in I-Claim
constrictive I-Claim
pericarditis I-Claim
we I-Claim
have I-Claim
increased I-Claim
filling I-Claim
pressures I-Claim
in I-Claim
right I-Claim
chambers, I-Claim
which I-Claim
cause I-Claim
retrograde I-Claim
pressure I-Claim
increase I-Claim
with I-Claim
hepatic I-Claim
congestion, I-Claim
ascites, I-Claim
edema, I-Claim
etc. I-Claim

On B-Claim
the I-Claim
contrary, I-Claim
in I-Claim
pulmonary I-Claim
hypertension, I-Claim
the I-Claim
tricuspid I-Claim
valve I-Claim
is I-Claim
responsible I-Claim
(a I-Claim
priori) I-Claim
for I-Claim
"containing" I-Claim
this I-Claim
overpressure. I-Claim

QUESTION O
TYPE: O
PEDIATRICS O

CLINICAL O
CASE: O

Previously B-Premise
healthy I-Premise
10-month-old I-Premise
infant I-Premise
with I-Premise
acute I-Premise
gastroenteritis I-Premise
of I-Premise
one I-Premise
day's I-Premise
evolution I-Premise
and I-Premise
signs I-Premise
of I-Premise
mild I-Premise
dehydration, I-Premise
without I-Premise
blood I-Premise
or I-Premise
mucus I-Premise
in I-Premise
the I-Premise
stool I-Premise
and I-Premise
without I-Premise
oral I-Premise
tolerance. I-Premise

What O
is O
the O
initial O
treatment O
of O
choice O
in O
our O
environment? O

1- O
Intravenous B-Claim
rehydration, I-Claim
absolute I-Claim
diet I-Claim
8 I-Claim
hours I-Claim
and I-Claim
start I-Claim
feeding I-Claim
with I-Claim
astringent I-Claim
diet. I-Claim

2- O
Rehydration B-Claim
with I-Claim
low I-Claim
osmolality I-Claim
oral I-Claim
rehydration I-Claim
solution I-Claim
(sodium I-Claim
60-75 I-Claim
mEq/L) I-Claim
and I-Claim
continue I-Claim
with I-Claim
his I-Claim
usual I-Claim
diet. I-Claim

3- O
Rehydration B-Claim
with I-Claim
low I-Claim
osmolality I-Claim
oral I-Claim
rehydration I-Claim
solution I-Claim
(sodium I-Claim
60-75 I-Claim
mEq/L) I-Claim
maintain I-Claim
usual I-Claim
feeding I-Claim
and I-Claim
oral I-Claim
amoxicillin I-Claim
10 I-Claim
days. I-Claim

4- O
Rehydration B-Claim
with I-Claim
low I-Claim
osmolality I-Claim
oral I-Claim
rehydration I-Claim
solution I-Claim
(sodium I-Claim
60-75 I-Claim
mEq/L) I-Claim
and I-Claim
start I-Claim
feeding I-Claim
with I-Claim
lactose-free I-Claim
formulas. I-Claim

5- O
Rehydration B-Claim
with I-Claim
low I-Claim
osmolality I-Claim
oral I-Claim
rehydration I-Claim
solution I-Claim
(sodium I-Claim
60-75 I-Claim
mEq/L) I-Claim
maintain I-Claim
usual I-Claim
feeding I-Claim
and I-Claim
loperamide I-Claim
7 I-Claim
days. I-Claim

CORRECT O
ANSWER: O
2 O

The B-Premise
infant I-Premise
presents I-Premise
with I-Premise
acute I-Premise
GEA I-Premise
without I-Premise
signs I-Premise
of I-Premise
alarm I-Premise
or I-Premise
severe I-Premise
dehydration. I-Premise

The B-Claim
first I-Claim
step I-Claim
would I-Claim
be I-Claim
to I-Claim
try I-Claim
oral I-Claim
tolerance I-Claim
with I-Claim
oral I-Claim
rehydration I-Claim
saline I-Claim
and I-Claim
continue I-Claim
with I-Claim
normal I-Claim
feeding I-Claim
if I-Claim
well I-Claim
tolerated. I-Claim

Answer B-Claim
1 I-Claim
may I-Claim
give I-Claim
rise I-Claim
to I-Claim
doubts, I-Claim
due I-Claim
to I-Claim
the I-Claim
fact I-Claim
that I-Claim
the I-Claim
statement I-Claim
says I-Claim
that I-Claim
the I-Claim
patient I-Claim
"does I-Claim
not I-Claim
tolerate I-Claim
the I-Claim
oral I-Claim
route". I-Claim

In B-Claim
this I-Claim
case, I-Claim
intravenous I-Claim
rehydration I-Claim
could I-Claim
be I-Claim
started... I-Claim
but B-Claim
it I-Claim
would I-Claim
not I-Claim
be I-Claim
advisable I-Claim
to I-Claim
leave I-Claim
the I-Claim
patient I-Claim
on I-Claim
an I-Claim
absolute I-Claim
diet I-Claim
for I-Claim
8 I-Claim
hours, I-Claim
nor I-Claim
a I-Claim
subsequent I-Claim
astringent I-Claim
diet, I-Claim
so B-Claim
I I-Claim
prefer I-Claim
answer I-Claim
2. I-Claim

The B-Claim
rest I-Claim
of I-Claim
the I-Claim
treatments I-Claim
do I-Claim
not I-Claim
provide I-Claim
any I-Claim
benefit. I-Claim

QUESTION O
TYPE: O
INFECTIOUS O

CLINICAL O
CASE: O

A B-Premise
patient I-Premise
comes I-Premise
to I-Premise
the I-Premise
Emergency I-Premise
Department I-Premise
with I-Premise
fever I-Premise
without I-Premise
focus I-Premise
of I-Premise
24 I-Premise
h I-Premise
of I-Premise
evolution, I-Premise
hypothyroidism I-Premise
and I-Premise
impression I-Premise
of I-Premise
severity. I-Premise

She B-Premise
underwent I-Premise
a I-Premise
splenectomy I-Premise
2 I-Premise
years I-Premise
ago I-Premise
for I-Premise
staging I-Premise
of I-Premise
Hosgkin's I-Premise
disease. I-Premise

Which O
microorganism O
is O
most O
frequently O
implicated? O

1- O
Streptococcus B-Claim
pneumoniae. I-Claim

2- O
Pseudomonas B-Claim
aeruginosa. I-Claim

3- O
Salmonella B-Claim
no I-Claim
typhi. I-Claim

4- O
Pneumocystis B-Claim
jirovecii. I-Claim

5- O
Streptococcus B-Claim
viridans. I-Claim

CORRECT O
ANSWER: O
1 O

Another O
one O
on O
epidemiology. O

In B-Premise
splenectomized I-Premise
patients, I-Premise
the I-Premise
risk I-Premise
of I-Premise
acquiring I-Premise
serious I-Premise
infections I-Premise
by I-Premise
encapsulated I-Premise
germs I-Premise
is I-Premise
increased, I-Premise
again O
Pneumococcus B-Claim
being I-Claim
the I-Claim
most I-Claim
frequent. I-Claim

QUESTION O
TYPE: O
PEDIATRICS O

CLINICAL O
CASE: O

A B-Premise
4-year-old I-Premise
boy I-Premise
comes I-Premise
to I-Premise
the I-Premise
health I-Premise
center I-Premise
who, I-Premise
5 I-Premise
minutes I-Premise
before, I-Premise
starts I-Premise
with I-Premise
angioedema I-Premise
in I-Premise
the I-Premise
face, I-Premise
conjunctivitis, I-Premise
nasal I-Premise
congestion I-Premise
and I-Premise
hoarseness, I-Premise
coinciding I-Premise
with I-Premise
the I-Premise
ingestion I-Premise
of I-Premise
a I-Premise
spoonful I-Premise
of I-Premise
yogurt I-Premise
given I-Premise
to I-Premise
him I-Premise
by I-Premise
mistake I-Premise
at I-Premise
school. I-Premise

Among B-Premise
the I-Premise
antecedents, I-Premise
he I-Premise
was I-Premise
diagnosed I-Premise
with I-Premise
cow's I-Premise
milk I-Premise
protein I-Premise
allergy. I-Premise

Examination B-Premise
revealed I-Premise
mild I-Premise
hypotension, I-Premise
heart I-Premise
rate I-Premise
110 I-Premise
bpm, I-Premise
O2 I-Premise
Sat I-Premise
93%, I-Premise
pale I-Premise
and I-Premise
slightly I-Premise
sweaty, I-Premise
with I-Premise
scattered I-Premise
wheezing. I-Premise

What O
is O
the O
first O
treatment O
of O
choice? O

1- O
Provoke B-Claim
vomiting. I-Claim

2- O
Adrenaline B-Claim
1/1000 I-Claim
subcutaneous. I-Claim

3- O
Intramuscular B-Claim
adrenaline I-Claim
1/1000. I-Claim

4- O
Intramuscular B-Claim
methylprednisolone. I-Claim

5- O
Nebulized B-Claim
salbutamol. I-Claim

CORRECT O
ANSWER: O
3 O

We B-Claim
are I-Claim
facing I-Claim
a I-Claim
case I-Claim
of I-Claim
Anaphylaxis I-Claim
so O
the B-Claim
first I-Claim
measure I-Claim
is I-Claim
to I-Claim
administer I-Claim
Adrenaline I-Claim
1/1000 I-Claim
intramuscular I-Claim
(0.01mg/kg). I-Claim

Subsequently, B-Claim
systemic I-Claim
corticosteroids I-Claim
such I-Claim
as I-Claim
methylprednisolone I-Claim
will I-Claim
be I-Claim
given, I-Claim
which I-Claim
will I-Claim
take I-Claim
a I-Claim
few I-Claim
hours I-Claim
to I-Claim
take I-Claim
effect. I-Claim

So B-Claim
adrenaline I-Claim
first, I-Claim
as I-Claim
it I-Claim
is I-Claim
faster I-Claim
acting, I-Claim
then I-Claim
the I-Claim
rest I-Claim
(Question O
very O
similar O
to O
one O
last O
year, O
instead O
of O
yogurt, O
it O
was O
omelet). O

QUESTION O
TYPE: O
HEMATOLOGY O

CLINICAL O
CASE: O

A B-Premise
72-year-old I-Premise
man I-Premise
comes I-Premise
to I-Premise
the I-Premise
Emergency I-Premise
Department I-Premise
with I-Premise
a I-Premise
pathological I-Premise
fracture I-Premise
of I-Premise
the I-Premise
left I-Premise
femur. I-Premise

After B-Premise
surgery, I-Premise
a I-Premise
diagnostic I-Premise
study I-Premise
is I-Premise
performed I-Premise
to I-Premise
determine I-Premise
the I-Premise
underlying I-Premise
pathology I-Premise
with I-Premise
the I-Premise
following I-Premise
findings: I-Premise
hemoglobin I-Premise
9.5 I-Premise
g/dl, I-Premise
total I-Premise
proteins I-Premise
11 I-Premise
g/dl, I-Premise
(VN: I-Premise
6-8 I-Premise
g/dl), I-Premise
serum I-Premise
albumin I-Premise
2 I-Premise
g/dl, I-Premise
(VN I-Premise
3.5-5.0 I-Premise
g/dl), I-Premise
beta I-Premise
2 I-Premise
microglobulin I-Premise
6 I-Premise
mg/l I-Premise
(VN I-Premise
1.1-2.4 I-Premise
mg/l), I-Premise
serum I-Premise
creatinine I-Premise
1.8 I-Premise
mg/dl I-Premise
(VN: I-Premise
0.1-1.4 I-Premise
mg/dl). I-Premise

Indicate O
which O
diagnostic O
tests O
would O
be O
necessary O
to O
confirm O
the O
most O
likely O
diagnosis: O

1- O
Radiological B-Claim
bone I-Claim
series I-Claim
and I-Claim
bone I-Claim
marrow I-Claim
aspirate. I-Claim

2- O
Serum B-Claim
and I-Claim
urine I-Claim
electrophoresis I-Claim
and I-Claim
renal I-Claim
function I-Claim
tests. I-Claim

3- O
Bone B-Claim
marrow I-Claim
aspirate I-Claim
and I-Claim
serum I-Claim
calcium I-Claim
concentration. I-Claim

4- O
Bone B-Claim
marrow I-Claim
aspirate I-Claim
and I-Claim
serum I-Claim
and I-Claim
urine I-Claim
electrophoresis. I-Claim

5- O
Biopsy B-Claim
of I-Claim
the I-Claim
pathological I-Claim
fracture I-Claim
and I-Claim
radiological I-Claim
bone I-Claim
series. I-Claim

CORRECT O
ANSWER: O
4 O

She B-Claim
is I-Claim
going I-Claim
to I-Claim
have I-Claim
myeloma. I-Claim

For B-Claim
diagnosis, I-Claim
a I-Claim
sample I-Claim
(bone I-Claim
marrow) I-Claim
and I-Claim
electrophoresis I-Claim
to I-Claim
determine I-Claim
the I-Claim
type I-Claim
of I-Claim
monoclonal I-Claim
peak. I-Claim

Then, B-Claim
for I-Claim
extension, I-Claim
prognostic I-Claim
value I-Claim
and I-Claim
to I-Claim
